Name,Type,Element,Count,Rarity,Set,Average_Played,Percent_of_Decks_with_at_least_one_copy
13 Treasures of Britain,Artifact,None,0,Unique,Arthurian Legends,0,0
A Midsummer Night's Dream,Aura,Air,0,Unique,Arthurian Legends,0,0
Aaj-kegon Ghost Crabs,Minion,Water,2,Elite,Gothic,2,3
Abaddon Succubus,Minion,Water,26,Elite,Gothic,2,41
Abundance,Aura,Water,0,Elite,Alpha,0,0
Abyssal Assault,Magic,Water,0,Exceptional,Gothic,0,0
Accursed Albatross,Minion,Water,0,Exceptional,Alpha,0,0
Accursed Desert,Site,Fire,10,Ordinary,Gothic,1,22
Accursed Tower,Site,Air,0,Ordinary,Gothic,0,0
Accusation,Magic,Fire,0,Exceptional,Gothic,0,0
Acid Rain,Aura,Water,4,Elite,Gothic,1,9
Active Volcano,Site,Fire,28,Exceptional,Gothic,2,41
Adept Illusionist,Minion,Water,12,Elite,Alpha,2,19
Adtonitum,Minion,Air,0,Unique,Dragonlord,0,0
Aethermoeba,Minion,Air,0,Elite,Gothic,0,0
Aino,Minion,Water,10,Unique,Gothic,1,31
Alabaster Box,Artifact,None,0,Elite,Gothic,0,0
Albespine Pikemen,Minion,Earth,0,Exceptional,Alpha,0,0
Algae Bloom,Site,Water,0,Ordinary,Gothic,0,0
Algor Omphalos,Artifact,None,6,Unique,Gothic,1,19
All Mortals Gone,Magic,Air,0,Unique,Gothic,0,0
All-terrain Vestments,Artifact,None,0,Elite,Alpha,0,0
Altar of Malachai,Site,None,2,Unique,Gothic,1,6
Alvalinne Dryads,Minion,Earth,0,Ordinary,Alpha,0,0
Amazon Warriors,Minion,Earth,0,Ordinary,Alpha,0,0
Amethyst Core,Artifact,None,2,Unique,Alpha,1,6
Amulet of Niniane,Artifact,None,0,Unique,Arthurian Legends,0,0
Ancient Dragon,Minion,Fire,0,Elite,Alpha,0,0
Angel Ascendant,Minion,Earth,2,Elite,Gothic,2,3
Angel's Egg,Artifact,None,2,Elite,Alpha,2,3
Angry Mob,Minion,Fire,9,Ordinary,Gothic,2,12
